ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,text
7152,Computers and Electronics,"[header] How to choose the right knives for your kitchen [title] Decide whether you want to buy an entire set or buy just the pieces you need. [step] There are benefits to both. When you buy an entire set, it usually costs less than buying the pieces individually and you get a nice block to store it in.",,"[header] How to choose the right knives for your kitchen [title] Decide whether you want to buy an entire set or buy just the pieces you need. [step] There are benefits to both. When you buy an entire set, it usually costs less than buying the pieces individually and you get a nice block to store it in.","['You can always add another set later if you choose the same size. [substeps] Having the whole set will give your knives more maneuverability.', 'And when you buy a whole set, the entire set is worth the money. As for the pieces, decide what you want-their heft, packaging and how it affects your cooking.', 'An additional benefit to purchasing a whole set in a box is if you already buy all your knives and have spare knives; you have no additional responsibility for putting them all together. [title] Buy large boxes if you want options in which to store kitchen accessories or utensils.', ""When you buy individually, you have more control over what you're buying and can only buy the pieces you need. [title] Figure out what types of knives you need and what types you want.""]",wikihow~11817,train,indomain,3,"[header] How to choose the right knives for your kitchen [title] Decide whether you want to buy an entire set or buy just the pieces you need. [step] There are benefits to both. When you buy an entire set, it usually costs less than buying the pieces individually and you get a nice block to store it in.
A. You can always add another set later if you choose the same size. [substeps] Having the whole set will give your knives more maneuverability.
B. And when you buy a whole set, the entire set is worth the money. As for the pieces, decide what you want-their heft, packaging and how it affects your cooking.
C. An additional benefit to purchasing a whole set in a box is if you already buy all your knives and have spare knives; you have no additional responsibility for putting them all together. [title] Buy large boxes if you want options in which to store kitchen accessories or utensils.
D. When you buy individually, you have more control over what you're buying and can only buy the pieces you need. [title] Figure out what types of knives you need and what types you want.
Answer:"
29705,Mooping floor,"A boy cleans a bathroom with a mop while dancing. Then, he drains the mop in a pail, after the boy continues cleaning the floor.",after,"A boy cleans a bathroom with a mop while dancing. Then, he drains the mop in a pail, after the boy continues cleaning the floor. after","[', the narrator interview a child on camera, then a male narrator talks.', ', the boy cleans the sink and in a large coffee cup.', ', the boy drains again the mop.', ', the teen uses a steam cleaner to clean the floor.']",activitynet~v_onFddYAkyyc,train,indomain,2,"A boy cleans a bathroom with a mop while dancing. Then, he drains the mop in a pail, after the boy continues cleaning the floor. after
A. , the narrator interview a child on camera, then a male narrator talks.
B. , the boy cleans the sink and in a large coffee cup.
C. , the boy drains again the mop.
D. , the teen uses a steam cleaner to clean the floor.
Answer:"
35004,Finance and Business,"[header] How to leave a review on amazon [title] Be sure to test the product thoroughly before writing your review. [substeps] Per amazon's tos, you should have the product at least 48 hours before writing a review. For supplements or similar products, you should wait until they've had long enough to take effect before reviewing.",,"[header] How to leave a review on amazon [title] Be sure to test the product thoroughly before writing your review. [substeps] Per amazon's tos, you should have the product at least 48 hours before writing a review. For supplements or similar products, you should wait until they've had long enough to take effect before reviewing.","['[title] Determine the easiest way to submit a review. [step] Look at reviews of similar products and have an idea of which one is easier to review.', ""If you still have no luck considering the product before making the review, call amazon's customer service line at 1-800-2836 or email them at ebs.com. [title] Examine the product's estimated cost, marketing, and overall service."", 'For essential products, you should wait another 24 hours. The final steps should be listed in "" a review guide.', ""[title] Don't intend to review broken or defective products. [step] Instead, try to get a replacement before writing a review.""]",wikihow~57663,train,indomain,3,"[header] How to leave a review on amazon [title] Be sure to test the product thoroughly before writing your review. [substeps] Per amazon's tos, you should have the product at least 48 hours before writing a review. For supplements or similar products, you should wait until they've had long enough to take effect before reviewing.
A. [title] Determine the easiest way to submit a review. [step] Look at reviews of similar products and have an idea of which one is easier to review.
B. If you still have no luck considering the product before making the review, call amazon's customer service line at 1-800-2836 or email them at ebs.com. [title] Examine the product's estimated cost, marketing, and overall service.
C. For essential products, you should wait another 24 hours. The final steps should be listed in "" a review guide.
D. [title] Don't intend to review broken or defective products. [step] Instead, try to get a replacement before writing a review.
Answer:"
18096,Relationships,"[header] How to deal with a friend's rude spouse [title] Ignore one-off comments. [step] In some cases, a person is only rude because of a particular situation. For instance, your friend's spouse may be running late for a meeting or tired from a long night.",,"[header] How to deal with a friend's rude spouse [title] Ignore one-off comments. [step] In some cases, a person is only rude because of a particular situation. For instance, your friend's spouse may be running late for a meeting or tired from a long night.","['If that\'s the case, keep the matter in the "" off "" sub of the comment section. [substeps] Some statements are simply loaded sarcasm, such as "" yeah, "" "" i know, "" or "" please do not comment on my new year.', ""If their rudeness is unusual, try to be compassionate and remember that everybody is rude sometimes. [substeps] If being rude isn't typically your friend's spouse's style, simply shrug off the remark and act like it didn't happen."", ""Ignoring one-off comments may also vary based on the person's personality and demeanor. [substeps] For instance, maybe your friend's spouse has taken your cat out and now you have a dog sitting on your sofa."", 'This may signal that they will not respect one-off comments. [substeps] Instead, simply ignore the rudeness your friend might display.']",wikihow~29863,train,indomain,1,"[header] How to deal with a friend's rude spouse [title] Ignore one-off comments. [step] In some cases, a person is only rude because of a particular situation. For instance, your friend's spouse may be running late for a meeting or tired from a long night.
A. If that's the case, keep the matter in the "" off "" sub of the comment section. [substeps] Some statements are simply loaded sarcasm, such as "" yeah, "" "" i know, "" or "" please do not comment on my new year.
B. If their rudeness is unusual, try to be compassionate and remember that everybody is rude sometimes. [substeps] If being rude isn't typically your friend's spouse's style, simply shrug off the remark and act like it didn't happen.
C. Ignoring one-off comments may also vary based on the person's personality and demeanor. [substeps] For instance, maybe your friend's spouse has taken your cat out and now you have a dog sitting on your sofa.
D. This may signal that they will not respect one-off comments. [substeps] Instead, simply ignore the rudeness your friend might display.
Answer:"
2084,Playing blackjack,A pair of hands are shown at a black jack table.,a woman,A pair of hands are shown at a black jack table. a woman,"['is then shown upside down on a table with hands on top of her.', 'is dealing the cards and chips.', 'is shown cracking an egg.', 'crawls up on a cushion and ties a towel around it.']",activitynet~v_O-6zE9_S2KM,train,indomain,1,"A pair of hands are shown at a black jack table. a woman
A. is then shown upside down on a table with hands on top of her.
B. is dealing the cards and chips.
C. is shown cracking an egg.
D. crawls up on a cushion and ties a towel around it.
Answer:"
10061,Getting a haircut,A person is seen shaving the head of a person seen in a chair in front of him. The person brushes off his hair and then signs his name on a piece of paper.,more men,A person is seen shaving the head of a person seen in a chair in front of him. The person brushes off his hair and then signs his name on a piece of paper. more men,"['are seen shaving their heads and one speaks to the hair stylist on what he wants.', 'are seen speaking to the camera and leads into a clip of a man walking on a slack line.', 'are seen being dressed up as barber ladies and speaking to a woman in front of a mirror.', ""are seen into the camera as they talk to one another and lead into a man getting a tattoo on someone's leg.""]",activitynet~v_yl37hI-Bgkk,train,indomain,0,"A person is seen shaving the head of a person seen in a chair in front of him. The person brushes off his hair and then signs his name on a piece of paper. more men
A. are seen shaving their heads and one speaks to the hair stylist on what he wants.
B. are seen speaking to the camera and leads into a clip of a man walking on a slack line.
C. are seen being dressed up as barber ladies and speaking to a woman in front of a mirror.
D. are seen into the camera as they talk to one another and lead into a man getting a tattoo on someone's leg.
Answer:"
2621,Bullfighting,The man picks up his fallen hat in the ring. The man runs around dodging the charging bull. The man drops his hat in the ring.,the man,The man picks up his fallen hat in the ring. The man runs around dodging the charging bull. The man drops his hat in the ring. the man,"['is in the ring again jumping and swinging his mallet.', 'gets back on his horse.', 'jumps on the wall to avoid the bull.', 'retrieves his hat from the bull.']",activitynet~v_VEXswbPrwxE,train,indomain,2,"The man picks up his fallen hat in the ring. The man runs around dodging the charging bull. The man drops his hat in the ring. the man
A. is in the ring again jumping and swinging his mallet.
B. gets back on his horse.
C. jumps on the wall to avoid the bull.
D. retrieves his hat from the bull.
Answer:"
13502,Food and Entertaining,"[header] How to make simple mashed potatoes [title] Choose your potatoes. [step] There are a few basic options when it comes to buying potatoes: baking, boiling, and all-purpose potatoes. All have different qualities when it comes to flavor and texture.",,"[header] How to make simple mashed potatoes [title] Choose your potatoes. [step] There are a few basic options when it comes to buying potatoes: baking, boiling, and all-purpose potatoes. All have different qualities when it comes to flavor and texture.","['Some potatoes are best for a stir-fry, while others will work just fine. [title] Place all ingredients together in a large bowl.', '[substeps] Baking potatoes, such as russets, are high in starch which creates light and fluffy mashed potatoes. Boiling potatoes, such as red potatoes, are considered waxy which means they hold their shape and may create lumpy mashed potatoes.', ""To ensure that your texture is different, try ingredients that are considered richer or sweeter than most people's. Here are some of the main ingredients that produce the most flavor and texture : [substeps] Texture."", '[substeps] Cream-the texture of the potatoes makes them extremely inexpensive. Anything stronger than average or too soft to be used commercially, will produce a caicum flavor.']",wikihow~22363,train,indomain,1,"[header] How to make simple mashed potatoes [title] Choose your potatoes. [step] There are a few basic options when it comes to buying potatoes: baking, boiling, and all-purpose potatoes. All have different qualities when it comes to flavor and texture.
A. Some potatoes are best for a stir-fry, while others will work just fine. [title] Place all ingredients together in a large bowl.
B. [substeps] Baking potatoes, such as russets, are high in starch which creates light and fluffy mashed potatoes. Boiling potatoes, such as red potatoes, are considered waxy which means they hold their shape and may create lumpy mashed potatoes.
C. To ensure that your texture is different, try ingredients that are considered richer or sweeter than most people's. Here are some of the main ingredients that produce the most flavor and texture : [substeps] Texture.
D. [substeps] Cream-the texture of the potatoes makes them extremely inexpensive. Anything stronger than average or too soft to be used commercially, will produce a caicum flavor.
Answer:"
1446,Sports and Fitness,"[header] How to play marco polo [title] Choose one person to be "" marco. [step] "" this person will try to catch everyone else. "" marco "" can also be known as "" it "".",,"[header] How to play marco polo [title] Choose one person to be "" marco. [step] "" this person will try to catch everyone else. "" marco "" can also be known as "" it "".","['If you have one ball to play in marco polo, you can also alternate between players who have not started since the actual play started. [substeps] Choosing either one as the "" marco "" becomes the basic rule of the course.', '[title] Start playing marco polo the most times. [step] If you have a team, have each person hand two balls.', 'Think of is as playing a variation of tag--in the water! The person who is "" marco "" has to have his eyes closed the entire time. [title] Have marco count to ten before searching for anybody.', '[title] As marco goes into the fray, players at the table will play taunts, award prizes, and decide who goes first, and so forth. [title] Whoever goes first is "" marco "".']",wikihow~2369,train,indomain,2,"[header] How to play marco polo [title] Choose one person to be "" marco. [step] "" this person will try to catch everyone else. "" marco "" can also be known as "" it "".
A. If you have one ball to play in marco polo, you can also alternate between players who have not started since the actual play started. [substeps] Choosing either one as the "" marco "" becomes the basic rule of the course.
B. [title] Start playing marco polo the most times. [step] If you have a team, have each person hand two balls.
C. Think of is as playing a variation of tag--in the water! The person who is "" marco "" has to have his eyes closed the entire time. [title] Have marco count to ten before searching for anybody.
D. [title] As marco goes into the fray, players at the table will play taunts, award prizes, and decide who goes first, and so forth. [title] Whoever goes first is "" marco "".
Answer:"
49730,Pets and Animals,[header] How to play with a kitten [title] Use a ping pong ball. [step] You don't need to stock up on fancy cat toys to have fun. You may have something your cat would love just lying around the house.,,[header] How to play with a kitten [title] Use a ping pong ball. [step] You don't need to stock up on fancy cat toys to have fun. You may have something your cat would love just lying around the house.,"[""You can play with it on the floor for a fun option, or get some other doggy toys that you and your cat can all watch. Pick another toy so that you don't cause your cat to get tangled or run away from the toy."", ""If you don't already have one, try out other toys, such as mice, rats, ball balls, or any other toy your kitten will love. [substeps] Ping pong balls, for instance, are the perfect size for quick games like running around all day."", 'If you have any ping pong balls, or similar types of balls, your kitten will love playing with these. [substeps] Bounce a ping pong ball against the wall and allow your kitten to chase it.', 'Find and use a ping pong ball or if you are on a budget you may substitute a small, handheld ping pong ball. Put your kitten into the ping pong ball if she is slow enough.']",wikihow~81835,train,indomain,2,"[header] How to play with a kitten [title] Use a ping pong ball. [step] You don't need to stock up on fancy cat toys to have fun. You may have something your cat would love just lying around the house.
A. You can play with it on the floor for a fun option, or get some other doggy toys that you and your cat can all watch. Pick another toy so that you don't cause your cat to get tangled or run away from the toy.
B. If you don't already have one, try out other toys, such as mice, rats, ball balls, or any other toy your kitten will love. [substeps] Ping pong balls, for instance, are the perfect size for quick games like running around all day.
C. If you have any ping pong balls, or similar types of balls, your kitten will love playing with these. [substeps] Bounce a ping pong ball against the wall and allow your kitten to chase it.
D. Find and use a ping pong ball or if you are on a budget you may substitute a small, handheld ping pong ball. Put your kitten into the ping pong ball if she is slow enough.
Answer:"
4659,Sports and Fitness,[header] How to repair a ball mark [title] Purchase a ball mark tool. [step] This tool is normally made of plastic or metal and has 2 prongs on the end of it with a tab for you to hold. These tools can be purchased at your local sporting goods store or the golf course's pro shop for a minimal fee.,,[header] How to repair a ball mark [title] Purchase a ball mark tool. [step] This tool is normally made of plastic or metal and has 2 prongs on the end of it with a tab for you to hold. These tools can be purchased at your local sporting goods store or the golf course's pro shop for a minimal fee.,"['[substeps] The hockey ball mark tool allows you to hold the football and throw the ball. If you are playing as a high limber, a ball mark tool can make things easier because it allows you to accurately assess the distance the ball hit the grass.', '[substeps] You will need a long-toothed tool about 10 "" long/2.5 "" x10 "", depending on the size of the ball mark you are installing. It won\'t work on bigger balls.', '[title] Stick the ball mark tool in the ground near the edge of the divot that was created by your golf ball. [step] Turn the tool and push the grass toward the center of the ball mark.', '[substeps] If you are not sure what sort of ball mark tool you will be using, contact a golf course in your area in check on a local well-known dud. Usually, they will charge to repair balls mark.']",wikihow~7748,train,indomain,2,"[header] How to repair a ball mark [title] Purchase a ball mark tool. [step] This tool is normally made of plastic or metal and has 2 prongs on the end of it with a tab for you to hold. These tools can be purchased at your local sporting goods store or the golf course's pro shop for a minimal fee.
A. [substeps] The hockey ball mark tool allows you to hold the football and throw the ball. If you are playing as a high limber, a ball mark tool can make things easier because it allows you to accurately assess the distance the ball hit the grass.
B. [substeps] You will need a long-toothed tool about 10 "" long/2.5 "" x10 "", depending on the size of the ball mark you are installing. It won't work on bigger balls.
C. [title] Stick the ball mark tool in the ground near the edge of the divot that was created by your golf ball. [step] Turn the tool and push the grass toward the center of the ball mark.
D. [substeps] If you are not sure what sort of ball mark tool you will be using, contact a golf course in your area in check on a local well-known dud. Usually, they will charge to repair balls mark.
Answer:"
28477,Health,"[header] How to know if you have lipoma [title] Look for a small bump under the skin. [step] Lipoma is generally dome-shaped and can range in size; generally, it is between the size of a pea and roughly three centimeters in length. They have been seen in areas such as the back having grown much larger.",,"[header] How to know if you have lipoma [title] Look for a small bump under the skin. [step] Lipoma is generally dome-shaped and can range in size; generally, it is between the size of a pea and roughly three centimeters in length. They have been seen in areas such as the back having grown much larger.","['You might see the bump on the middle of your face and it is very noticeable. [title] Look for a bulging or hard lump.', 'The bump has probably been in your trunk for a while, but it still should not be considered a "" cyst. "" [title] Notice a bump on a person\'s gums.', 'These lumps are formed by a rapid increase of fat cells in the area. [title] Understand the difference between lipoma and a cyst.', '[title] Expect to see a lot of bruising. [step] Pledicoids are closed sores that peel away from the skin and take up the space under the skin.']",wikihow~46909,train,indomain,2,"[header] How to know if you have lipoma [title] Look for a small bump under the skin. [step] Lipoma is generally dome-shaped and can range in size; generally, it is between the size of a pea and roughly three centimeters in length. They have been seen in areas such as the back having grown much larger.
A. You might see the bump on the middle of your face and it is very noticeable. [title] Look for a bulging or hard lump.
B. The bump has probably been in your trunk for a while, but it still should not be considered a "" cyst. "" [title] Notice a bump on a person's gums.
C. These lumps are formed by a rapid increase of fat cells in the area. [title] Understand the difference between lipoma and a cyst.
D. [title] Expect to see a lot of bruising. [step] Pledicoids are closed sores that peel away from the skin and take up the space under the skin.
Answer:"
4241,Computers and Electronics,[header] How to print blocked images [title] Go to the web site or image that you want to print. [step] Center the desired image on your screen. [title] Find the' print screen' key on your keyboard.,,[header] How to print blocked images [title] Go to the web site or image that you want to print. [step] Center the desired image on your screen. [title] Find the' print screen' key on your keyboard.,"[""[step] You will want to find the' autoprint feature' on the swipe level slide. [title] Before you print, double click on the image that you want to print."", ""[title] Open the mouse or trackpad and look for' print screen' inside the image. [step] Click it, or if it is completely blank, open a new layer."", ""[step] Tap the shift key or' reset' key on your keyboard. [title] Change the screenshot to your desired size."", ""[step] It is usually on the top row of keys, near the right. Hold down the print screen key and the' control' key for about 2 seconds.""]",wikihow~7065,train,indomain,3,"[header] How to print blocked images [title] Go to the web site or image that you want to print. [step] Center the desired image on your screen. [title] Find the' print screen' key on your keyboard.
A. [step] You will want to find the' autoprint feature' on the swipe level slide. [title] Before you print, double click on the image that you want to print.
B. [title] Open the mouse or trackpad and look for' print screen' inside the image. [step] Click it, or if it is completely blank, open a new layer.
C. [step] Tap the shift key or' reset' key on your keyboard. [title] Change the screenshot to your desired size.
D. [step] It is usually on the top row of keys, near the right. Hold down the print screen key and the' control' key for about 2 seconds.
Answer:"
2232,Education and Communications,"[header] How to tell your life story [title] Do your research. [step] To tell your life story effectively, start by doing your research so you can get the details of the story right. You may interview family members, friends, and other people who were present during certain periods of your life.",,"[header] How to tell your life story [title] Do your research. [step] To tell your life story effectively, start by doing your research so you can get the details of the story right. You may interview family members, friends, and other people who were present during certain periods of your life.","[""Make sure you choose someone who is trustworthy. [substeps] Conduct research before starting your story so that you don't miss the important points in the story."", 'Read scientific articles and other sources so you can better understand the plot, structure, and character of your life story. To get started in the story, it may be helpful to have relevant sources, such as an informational article, that outline the plot, plot, and character in the story.', 'You can also visit your old childhood home or your former schools as part of your research. Take notes as you do research so you can refer to them when you write your life story.', 'You may then write a story based on that information. Try to avoid sounding like a scholar when you do your research.']",wikihow~3641,train,indomain,2,"[header] How to tell your life story [title] Do your research. [step] To tell your life story effectively, start by doing your research so you can get the details of the story right. You may interview family members, friends, and other people who were present during certain periods of your life.
A. Make sure you choose someone who is trustworthy. [substeps] Conduct research before starting your story so that you don't miss the important points in the story.
B. Read scientific articles and other sources so you can better understand the plot, structure, and character of your life story. To get started in the story, it may be helpful to have relevant sources, such as an informational article, that outline the plot, plot, and character in the story.
C. You can also visit your old childhood home or your former schools as part of your research. Take notes as you do research so you can refer to them when you write your life story.
D. You may then write a story based on that information. Try to avoid sounding like a scholar when you do your research.
Answer:"
10167,Plastering,A man enters a room and piles plaster onto a base. The man adds swipes the plaster on the wall then gets more and adds it.,the man,A man enters a room and piles plaster onto a base. The man adds swipes the plaster on the wall then gets more and adds it. the man,"['puts red latex over the strip and is done.', 'squares his shoulders in the corner.', 'gets more plaster and swipes it on the wall.', 'finises the plaster using tools and piles debris on top of it.']",activitynet~v_00Dk03Jr70M,train,indomain,2,"A man enters a room and piles plaster onto a base. The man adds swipes the plaster on the wall then gets more and adds it. the man
A. puts red latex over the strip and is done.
B. squares his shoulders in the corner.
C. gets more plaster and swipes it on the wall.
D. finises the plaster using tools and piles debris on top of it.
Answer:"
8139,Food and Entertaining,"[header] How to pee in a locker room [title] Learn about shy bladder syndrome. [step] If your fear of public restrooms makes it difficult to leave the house, you might actually have a medical condition known as paruresis. Commonly known as a "" shy "" or "" bashful "" bladder, this problem is classified as a general anxiety order.",,"[header] How to pee in a locker room [title] Learn about shy bladder syndrome. [step] If your fear of public restrooms makes it difficult to leave the house, you might actually have a medical condition known as paruresis. Commonly known as a "" shy "" or "" bashful "" bladder, this problem is classified as a general anxiety order.","['It\'s commonly treated with extraneous medication and tests, while examples include urine test, biopsy or hormone analysis. [substeps] This doesn\'t mean you are "" shy "" or "" bashful "" as symptoms can appear instantaneously in some people.', 'People with this disorder are less likely to be aware that others are in the bathroom with them, or they should pee elsewhere. [substeps] Paruresis is similar to ms.', '[substeps] Paruresis is a psychological disorder affecting persons over 30 years old. It affects red/red-rounded males and women.', 'If fear keeps you from being able to comfortably urinate in a locker room, ask your doctor about paruresis. [substeps] In addition to anxiety, there can also be physical symptoms of shy bladder such as persistent pain and pressure in the bladder.']",wikihow~13432,train,indomain,3,"[header] How to pee in a locker room [title] Learn about shy bladder syndrome. [step] If your fear of public restrooms makes it difficult to leave the house, you might actually have a medical condition known as paruresis. Commonly known as a "" shy "" or "" bashful "" bladder, this problem is classified as a general anxiety order.
A. It's commonly treated with extraneous medication and tests, while examples include urine test, biopsy or hormone analysis. [substeps] This doesn't mean you are "" shy "" or "" bashful "" as symptoms can appear instantaneously in some people.
B. People with this disorder are less likely to be aware that others are in the bathroom with them, or they should pee elsewhere. [substeps] Paruresis is similar to ms.
C. [substeps] Paruresis is a psychological disorder affecting persons over 30 years old. It affects red/red-rounded males and women.
D. If fear keeps you from being able to comfortably urinate in a locker room, ask your doctor about paruresis. [substeps] In addition to anxiety, there can also be physical symptoms of shy bladder such as persistent pain and pressure in the bladder.
Answer:"
42530,Disc dog,The dog runs side to side and chases it. He grabs two other frisbees and tosses them around while the dog jumps.,he,The dog runs side to side and chases it. He grabs two other frisbees and tosses them around while the dog jumps. he,"['runs around the track and jumps again several times.', 'sends the frisbees flying as he and the dogs chase it.', 'throws the frisbee some more while the dog runs.', 'brings a camera around and shows off his tricks afterwards.']",activitynet~v_TKGjHAmCaRo,train,indomain,2,"The dog runs side to side and chases it. He grabs two other frisbees and tosses them around while the dog jumps. he
A. runs around the track and jumps again several times.
B. sends the frisbees flying as he and the dogs chase it.
C. throws the frisbee some more while the dog runs.
D. brings a camera around and shows off his tricks afterwards.
Answer:"
38374,Youth,"[header] How to naturally get rid of back acne [title] Take a bath or shower daily. [step] Sweat, bacteria on the skin, dead skin cells, etc. All clog pores and lead to acne.",,"[header] How to naturally get rid of back acne [title] Take a bath or shower daily. [step] Sweat, bacteria on the skin, dead skin cells, etc. All clog pores and lead to acne.","['On a regular basis, make a habit of steam washing your body. You can do this just as often as once per week.', ""If you don't like the feeling of no sweat nor water coming in contact with your skin, make sure you give yourself a shower a day after washing your face. [substeps] Clothes and accessories can also work to reduce your sweat."", 'So often, getting enough sweat breaks down the protective compounds in the body. One step towards avoiding breakouts is to get yourself used to washing and showering.', 'You can reduce the risk of acne by showering every day. [substeps] You should also shower after a workout or any other sweaty activity since sweat is a huge contributor to acne.']",wikihow~63198,train,indomain,3,"[header] How to naturally get rid of back acne [title] Take a bath or shower daily. [step] Sweat, bacteria on the skin, dead skin cells, etc. All clog pores and lead to acne.
A. On a regular basis, make a habit of steam washing your body. You can do this just as often as once per week.
B. If you don't like the feeling of no sweat nor water coming in contact with your skin, make sure you give yourself a shower a day after washing your face. [substeps] Clothes and accessories can also work to reduce your sweat.
C. So often, getting enough sweat breaks down the protective compounds in the body. One step towards avoiding breakouts is to get yourself used to washing and showering.
D. You can reduce the risk of acne by showering every day. [substeps] You should also shower after a workout or any other sweaty activity since sweat is a huge contributor to acne.
Answer:"
46353,Health,"[header] How to interpret a dream involving the color red [title] Keep a dream diary. [step] If you want to figure out what a particular dream means, you should keep a dream diary. Recording your dreams on a daily basis can help you remember details that are key to proper interpretation.",,"[header] How to interpret a dream involving the color red [title] Keep a dream diary. [step] If you want to figure out what a particular dream means, you should keep a dream diary. Recording your dreams on a daily basis can help you remember details that are key to proper interpretation.","[""Perhaps write down all of the details you're looking for. [title] Write down recurring events in your dreams."", '[substeps] Try to write down your dreams first thing in the morning. People tend to forget dreams quickly as the day goes on.', '[substeps] You can write down certain events or phrases that you believe happen in the dream. You might write, "" my mom comes to my house unannounced on the morning of the red flag.', '[substeps] Your dreams can be detailed or extradimensional in nature. They may just relate to a specific incident.']",wikihow~76277,train,indomain,1,"[header] How to interpret a dream involving the color red [title] Keep a dream diary. [step] If you want to figure out what a particular dream means, you should keep a dream diary. Recording your dreams on a daily basis can help you remember details that are key to proper interpretation.
A. Perhaps write down all of the details you're looking for. [title] Write down recurring events in your dreams.
B. [substeps] Try to write down your dreams first thing in the morning. People tend to forget dreams quickly as the day goes on.
C. [substeps] You can write down certain events or phrases that you believe happen in the dream. You might write, "" my mom comes to my house unannounced on the morning of the red flag.
D. [substeps] Your dreams can be detailed or extradimensional in nature. They may just relate to a specific incident.
Answer:"
5281,Starting a campfire,There's a bon fire lit in an open ground next to some tents and bikes.,there,There's a bon fire lit in an open ground next to some tents and bikes. there,"[""'s a camera lens on the die area so the camera is closer to the fire."", ""'s a person dressed in a biker's suit who comes up and sets fire to a pile of wood sticks."", ""'s a large animal drinking from a fire."", 'are sparks flying and a man in a grey shirt is waiting to start the fire.']",activitynet~v_ysbUc6WS12k,train,indomain,1,"There's a bon fire lit in an open ground next to some tents and bikes. there
A. 's a camera lens on the die area so the camera is closer to the fire.
B. 's a person dressed in a biker's suit who comes up and sets fire to a pile of wood sticks.
C. 's a large animal drinking from a fire.
D. are sparks flying and a man in a grey shirt is waiting to start the fire.
Answer:"
14046,Walking the dog,A wooden outdoors stair case is shown outside of a white and brown horse.,all,A wooden outdoors stair case is shown outside of a white and brown horse. all,"['of a sudden, a black dog comes around the corner and trots up the stairs and multiple replays are shown.', 'of a sudden a man appears inside of the stable and rides in to check on the horse.', 'of a sudden starts moving and begins riding.', 'of a sudden, a person gallops to the horse and begin cutting the hair off the horse with a super regular electric clipper, a dunk pin, and some scissors to groom the horse.']",activitynet~v_ko9efCldvgs,train,indomain,0,"A wooden outdoors stair case is shown outside of a white and brown horse. all
A. of a sudden, a black dog comes around the corner and trots up the stairs and multiple replays are shown.
B. of a sudden a man appears inside of the stable and rides in to check on the horse.
C. of a sudden starts moving and begins riding.
D. of a sudden, a person gallops to the horse and begin cutting the hair off the horse with a super regular electric clipper, a dunk pin, and some scissors to groom the horse.
Answer:"
25890,Computers and Electronics,"[header] How to install a dvd drive [title] Learn the different formats. [step] There are a variety of confusing formats for dvd drives, including dvd, dvd + r, dvd-r, dvd +/- r, dvd +/- rw. These all refer to the different read and write capabilities of the drive.",,"[header] How to install a dvd drive [title] Learn the different formats. [step] There are a variety of confusing formats for dvd drives, including dvd, dvd + r, dvd-r, dvd +/- r, dvd +/- rw. These all refer to the different read and write capabilities of the drive.","['Generally, all new drives these days will be dvd +/- rw or just dvd rw. This indicates that it can read dvds as well as write to all the types of burnable dvd discs.', ""Choose a removable cd drive that won't allow the dvd drive to fall out. It should be compatible with your operating system."", ""However, once you've mastered these, you can have fun spending more money on the drive. [substeps] You can purchase one free of charge from any dvd store and expand it into a larger one later on."", '[substeps] An advanced malware installation drive usually only features a media folder. It uses lots of additional bios to allow you access to many different storage systems and drives.']",wikihow~42665,train,indomain,0,"[header] How to install a dvd drive [title] Learn the different formats. [step] There are a variety of confusing formats for dvd drives, including dvd, dvd + r, dvd-r, dvd +/- r, dvd +/- rw. These all refer to the different read and write capabilities of the drive.
A. Generally, all new drives these days will be dvd +/- rw or just dvd rw. This indicates that it can read dvds as well as write to all the types of burnable dvd discs.
B. Choose a removable cd drive that won't allow the dvd drive to fall out. It should be compatible with your operating system.
C. However, once you've mastered these, you can have fun spending more money on the drive. [substeps] You can purchase one free of charge from any dvd store and expand it into a larger one later on.
D. [substeps] An advanced malware installation drive usually only features a media folder. It uses lots of additional bios to allow you access to many different storage systems and drives.
Answer:"
