ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,prompt
27003,Personal Care and Style,[header] How to apply stick foundation [title] Find a foundation that matches your complexion. [step] Your complexion is the shade of your skin and can change from sun exposure or skin conditions. You always want to try a foundation on to make sure it matches your complexion.,,[header] How to apply stick foundation [title] Find a foundation that matches your complexion. [step] Your complexion is the shade of your skin and can change from sun exposure or skin conditions. You always want to try a foundation on to make sure it matches your complexion.,"['This can be especially important if you have light-skinned skin. [substeps] Choose a foundation that is one shade lighter than your skin tone.', 'Standing in natural light, swipe potential foundations across your cheek or near your jawline. The right foundation will disappear, blending perfectly with your skin.', '[substeps] Search for foundations online or at a beauty supply store. The pictures you see tell you which one looks the best on you.', '[substeps] If you have neutral skin, you can use either a powder foundation or a light foundation. If you have oily skin, avoid foundations that are shades of brown, black, or white.']",wikihow~44490,val,zeroshot,1,"[header] How to apply stick foundation [title] Find a foundation that matches your complexion. [step] Your complexion is the shade of your skin and can change from sun exposure or skin conditions. You always want to try a foundation on to make sure it matches your complexion.
A. This can be especially important if you have light-skinned skin. [substeps] Choose a foundation that is one shade lighter than your skin tone.
B. Standing in natural light, swipe potential foundations across your cheek or near your jawline. The right foundation will disappear, blending perfectly with your skin.
C. [substeps] Search for foundations online or at a beauty supply store. The pictures you see tell you which one looks the best on you.
D. [substeps] If you have neutral skin, you can use either a powder foundation or a light foundation. If you have oily skin, avoid foundations that are shades of brown, black, or white.
Answer:"
13948,Having an ice cream,Woman is walking wearing a bikini and eating a chocolate is snowy day.,people,Woman is walking wearing a bikini and eating a chocolate is snowy day. people,"['are doing canoeing in the clear lake and are closing the distance.', 'arrive in a stadium to a sunblue basketball court.', 'are in sidewalk watching the girl walks.', 'are in a brown river and the woman is sitting in a kayak steamer.']",activitynet~v_jUPbimyUndA,val,zeroshot,2,"Woman is walking wearing a bikini and eating a chocolate is snowy day. people
A. are doing canoeing in the clear lake and are closing the distance.
B. arrive in a stadium to a sunblue basketball court.
C. are in sidewalk watching the girl walks.
D. are in a brown river and the woman is sitting in a kayak steamer.
Answer:"
10245,Mixing drinks,"She points to vodka, jagermeister and food coloring. She then takes a shaker and pours and vodka and the jagermeister.",then,"She points to vodka, jagermeister and food coloring. She then takes a shaker and pours and vodka and the jagermeister. then","[', she pours and each drink a glass of the liqueur.', 'adds some ice in it and shakes it.', ', she takes a drink of vodka and pours it on the conch and presents it.', 'she grabs a cup and places it on her lap as she greats from the glass.']",activitynet~v_1BfYAuxv6Wk,val,indomain,1,"She points to vodka, jagermeister and food coloring. She then takes a shaker and pours and vodka and the jagermeister. then
A. , she pours and each drink a glass of the liqueur.
B. adds some ice in it and shakes it.
C. , she takes a drink of vodka and pours it on the conch and presents it.
D. she grabs a cup and places it on her lap as she greats from the glass.
Answer:"
42532,Personal Care and Style,"[header] How to remove odor from your shoes with baking soda [title] Measure out at least 1 tablespoon of baking soda into each shoe. [step] You need to use enough baking soda to cover the entire insole of the shoe. If you have big shoes, you may need to use more than 1 tablespoon of baking soda.",,"[header] How to remove odor from your shoes with baking soda [title] Measure out at least 1 tablespoon of baking soda into each shoe. [step] You need to use enough baking soda to cover the entire insole of the shoe. If you have big shoes, you may need to use more than 1 tablespoon of baking soda.","['[title] Shake the shoe to distribute the baking soda across the insole. [step] Tilt the shoe forward and back to help spread the baking soda across the insole.', '[title] Pour the baking soda into a spray bottle and shake it up thoroughly. [step] Pour the baking soda over the insole of the shoe.', '[title] Soak a cotton ball in baking soda. [step] Place the fresh teaspoon of baking soda in your shoe.', '[substeps] When packing your shoe in the bag, use a funnel to ensure that the baking soda contains all of the baking soda. [title] Pre-soak the shoes for 30 minutes.']",wikihow~69958,val,zeroshot,0,"[header] How to remove odor from your shoes with baking soda [title] Measure out at least 1 tablespoon of baking soda into each shoe. [step] You need to use enough baking soda to cover the entire insole of the shoe. If you have big shoes, you may need to use more than 1 tablespoon of baking soda.
A. [title] Shake the shoe to distribute the baking soda across the insole. [step] Tilt the shoe forward and back to help spread the baking soda across the insole.
B. [title] Pour the baking soda into a spray bottle and shake it up thoroughly. [step] Pour the baking soda over the insole of the shoe.
C. [title] Soak a cotton ball in baking soda. [step] Place the fresh teaspoon of baking soda in your shoe.
D. [substeps] When packing your shoe in the bag, use a funnel to ensure that the baking soda contains all of the baking soda. [title] Pre-soak the shoes for 30 minutes.
Answer:"
50313,Computers and Electronics,[header] How to change file dates [title] Download bulkfilechanger if you do not already have a copy in your system. [step] This utility program enables you to create lists of windows files and change their attributes. [title] Run bulkfilechanger.,,[header] How to change file dates [title] Download bulkfilechanger if you do not already have a copy in your system. [step] This utility program enables you to create lists of windows files and change their attributes. [title] Run bulkfilechanger.,"['[step] As soon as your pc updates, you will be prompted to open bulkfilechanger by pressing and holding the command key at the top-left of your desktop. [title] Create a new file named bulkfilechanger.', ""[step] This program is more sophisticated than bulkfilechanger because it can access whatever information you are deleting. [title] Right-click on bulkfilechanger's name."", ""[step] It is a free program that runs in your pc's framework. [substeps] You must log into bulkfilechanger using your computer's external device or that of a trusted user."", '[step] When the main menu appears, click file and then add files. [title] Select the file (or folder) where you want to change the date/time attribute.']",wikihow~82790,val,indomain,3,"[header] How to change file dates [title] Download bulkfilechanger if you do not already have a copy in your system. [step] This utility program enables you to create lists of windows files and change their attributes. [title] Run bulkfilechanger.
A. [step] As soon as your pc updates, you will be prompted to open bulkfilechanger by pressing and holding the command key at the top-left of your desktop. [title] Create a new file named bulkfilechanger.
B. [step] This program is more sophisticated than bulkfilechanger because it can access whatever information you are deleting. [title] Right-click on bulkfilechanger's name.
C. [step] It is a free program that runs in your pc's framework. [substeps] You must log into bulkfilechanger using your computer's external device or that of a trusted user.
D. [step] When the main menu appears, click file and then add files. [title] Select the file (or folder) where you want to change the date/time attribute.
Answer:"
22675,Waterskiing,"We soon see the man again in the water with his arm around the boy's shoulders, the boy triumphant after his successful ride.",all in all everyone,"We soon see the man again in the water with his arm around the boy's shoulders, the boy triumphant after his successful ride. all in all everyone","['looks proud of themselves and except the boy and a teen around the area as they wave.', 'is happy, and a replay is shown of him at the beach.', 'seemed to enjoy a great day outdoors whether in the boat or skiing or both.', ""'s victories appear very impressive to me.""]",activitynet~v_UQXB3JOoxYE,val,indomain,2,"We soon see the man again in the water with his arm around the boy's shoulders, the boy triumphant after his successful ride. all in all everyone
A. looks proud of themselves and except the boy and a teen around the area as they wave.
B. is happy, and a replay is shown of him at the beach.
C. seemed to enjoy a great day outdoors whether in the boat or skiing or both.
D. 's victories appear very impressive to me.
Answer:"
18191,Personal Care and Style,"[header] How to apply pressed powder foundation makeup [title] Wash your face with a mild cleanser. [step] Use one pump of facial cleanser and lukewarm water to wash your face. Focus on areas of oil build up, such as the forehead and nose, scrubbing with your fingertips to deep clean.",,"[header] How to apply pressed powder foundation makeup [title] Wash your face with a mild cleanser. [step] Use one pump of facial cleanser and lukewarm water to wash your face. Focus on areas of oil build up, such as the forehead and nose, scrubbing with your fingertips to deep clean.","['This will remove dirt and oil from your face. [substeps] Your face might feel oily, so try to clean it out.', 'Rinse your face with cool water to close your pores, and dry with a clean towel. [substeps] Cleansing your face will remove surface oils and create a clean canvas for your makeup.', ""Avoid applying makeup in small areas so that you don't damage the actual makeup. [substeps] For particularly oily face, you may need to do a deeper cleaning before applying your powder foundation."", '[substeps] If your face is deep in oil, feel free to put a little cornstarch into your wash for oil recharentities. [title] Cover your face with a layer of powder foundation.']",wikihow~30008,val,zeroshot,1,"[header] How to apply pressed powder foundation makeup [title] Wash your face with a mild cleanser. [step] Use one pump of facial cleanser and lukewarm water to wash your face. Focus on areas of oil build up, such as the forehead and nose, scrubbing with your fingertips to deep clean.
A. This will remove dirt and oil from your face. [substeps] Your face might feel oily, so try to clean it out.
B. Rinse your face with cool water to close your pores, and dry with a clean towel. [substeps] Cleansing your face will remove surface oils and create a clean canvas for your makeup.
C. Avoid applying makeup in small areas so that you don't damage the actual makeup. [substeps] For particularly oily face, you may need to do a deeper cleaning before applying your powder foundation.
D. [substeps] If your face is deep in oil, feel free to put a little cornstarch into your wash for oil recharentities. [title] Cover your face with a layer of powder foundation.
Answer:"
36935,Sports and Fitness,"[header] How to become a baseball scout [title] Watch baseball with a scouts eye. [step] First, refresh your knowledge on the game of baseball if necessary. You need to have a strong understanding of the strategies and mechanics of the game.",,"[header] How to become a baseball scout [title] Watch baseball with a scouts eye. [step] First, refresh your knowledge on the game of baseball if necessary. You need to have a strong understanding of the strategies and mechanics of the game.","[""If you don't, you won't be able to become a scout. [substeps] In addition to avoiding learning many of the tactics used in the game, you need to learn the plays."", '[substeps] To combat your interest in baseball, maintain a constant stream of information on cricket, golf, tennis, and other sports like basketball and soccer. Get access to information through catcher information, which the batting committee, the nationals, and other league coaches may have access to while the scout is away.', 'It is valuable for an associate scout to know as much as possible about playing the game of baseball so he can relate to prospects. [substeps] Baseball is in some ways a very technical sport, which means that baseball scouts need to have a keen eye and meticulous attention to detail.', 'This will help you keep in top shape and better compete against opponents of the same rank, race, or disposition. Be sure to familiarize yourself with all of the fundamentals prior to studying the game.']",wikihow~60865,val,indomain,2,"[header] How to become a baseball scout [title] Watch baseball with a scouts eye. [step] First, refresh your knowledge on the game of baseball if necessary. You need to have a strong understanding of the strategies and mechanics of the game.
A. If you don't, you won't be able to become a scout. [substeps] In addition to avoiding learning many of the tactics used in the game, you need to learn the plays.
B. [substeps] To combat your interest in baseball, maintain a constant stream of information on cricket, golf, tennis, and other sports like basketball and soccer. Get access to information through catcher information, which the batting committee, the nationals, and other league coaches may have access to while the scout is away.
C. It is valuable for an associate scout to know as much as possible about playing the game of baseball so he can relate to prospects. [substeps] Baseball is in some ways a very technical sport, which means that baseball scouts need to have a keen eye and meticulous attention to detail.
D. This will help you keep in top shape and better compete against opponents of the same rank, race, or disposition. Be sure to familiarize yourself with all of the fundamentals prior to studying the game.
Answer:"
25500,Food and Entertaining,"[header] How to write a blog post [title] Research other blogs that are similar to your blog. [step] Get some ideas for your own blog by noting interesting and compelling details in other people's blogs. If anything, you'll also be able to determine what you don't like about someone blog! [substeps] For example, if you're creating a home and food blog, scroll through other popular home and food blogs.",,"[header] How to write a blog post [title] Research other blogs that are similar to your blog. [step] Get some ideas for your own blog by noting interesting and compelling details in other people's blogs. If anything, you'll also be able to determine what you don't like about someone blog! [substeps] For example, if you're creating a home and food blog, scroll through other popular home and food blogs.","['You can get a great idea of who is on average living 200 minutes at home. Another step you can take is to create a blog with short blog posts.', 'If you find something that catches your eye, choose it and review it. Give yourself a time limit for the blog to be three or four good reviews.', 'You could say, "" monopoly board was the most popular monopoly board site for me over the years, "" and publish a list of all of your favorite communities. [title] Write a blog post with background information.', 'Notice the layout, content, and images on the other blogs. Pay attention to how long the posts are, the frequency of the posts, the writing style, and the subject matter.']",wikihow~42028,val,indomain,3,"[header] How to write a blog post [title] Research other blogs that are similar to your blog. [step] Get some ideas for your own blog by noting interesting and compelling details in other people's blogs. If anything, you'll also be able to determine what you don't like about someone blog! [substeps] For example, if you're creating a home and food blog, scroll through other popular home and food blogs.
A. You can get a great idea of who is on average living 200 minutes at home. Another step you can take is to create a blog with short blog posts.
B. If you find something that catches your eye, choose it and review it. Give yourself a time limit for the blog to be three or four good reviews.
C. You could say, "" monopoly board was the most popular monopoly board site for me over the years, "" and publish a list of all of your favorite communities. [title] Write a blog post with background information.
D. Notice the layout, content, and images on the other blogs. Pay attention to how long the posts are, the frequency of the posts, the writing style, and the subject matter.
Answer:"
28259,Personal Care and Style,"[header] How to make a duct tape iphone case [title] Measure your phone, then add 1 inch (2.5 centimeters) to each side. [step] Use a ruler to measure the length and width of your phone. Add 1 inch (2.5 centimeters) to each measurement.",,"[header] How to make a duct tape iphone case [title] Measure your phone, then add 1 inch (2.5 centimeters) to each side. [step] Use a ruler to measure the length and width of your phone. Add 1 inch (2.5 centimeters) to each measurement.","['Label and record the measurements as "" 1/2 inch. "" [substeps] A sliding scale is also helpful.', '[title] Make two duct tape sheets based on those measurements. [step] Cut two strips of duct tape based on your length measurement.', 'The thinner the duct tape, the larger your case will get. [substeps] If you used superglue and are using some cheap thin cardboard tubes instead, you can skip this step and simply measure a bit.', '[title] Cut out rectangular tiles onto a piece of cardboard. [step] You can cut them just round, or you can cut them in a bunch to form a rectangular box.']",wikihow~46560,val,zeroshot,1,"[header] How to make a duct tape iphone case [title] Measure your phone, then add 1 inch (2.5 centimeters) to each side. [step] Use a ruler to measure the length and width of your phone. Add 1 inch (2.5 centimeters) to each measurement.
A. Label and record the measurements as "" 1/2 inch. "" [substeps] A sliding scale is also helpful.
B. [title] Make two duct tape sheets based on those measurements. [step] Cut two strips of duct tape based on your length measurement.
C. The thinner the duct tape, the larger your case will get. [substeps] If you used superglue and are using some cheap thin cardboard tubes instead, you can skip this step and simply measure a bit.
D. [title] Cut out rectangular tiles onto a piece of cardboard. [step] You can cut them just round, or you can cut them in a bunch to form a rectangular box.
Answer:"
31694,Health,[header] How to treat psoriasis with biologics [title] Identify different biologics. [step] Biologics are protein-based drugs derived from living cells cultured in a laboratory. There are a large number of biologics used to treat psoriasis.,,[header] How to treat psoriasis with biologics [title] Identify different biologics. [step] Biologics are protein-based drugs derived from living cells cultured in a laboratory. There are a large number of biologics used to treat psoriasis.,"['These include salicylic acid, varnitytethionine (alpha), colantin, and calcium. Some are also effective in treating "" temporary bleeding "" infection.', 'Some biologics are known as autoimmune response therapies. [substeps] Autoimmune response therapies are the most likely treatments for psoriasis, especially those used to treat retinopathy or implantation or regeneration issues.', 'Five biologics that you should consult with a doctor include : [substeps] Ubifidothionine hypooxin banuric acid atom activates the immune response by converting oxygen from the dna in the cells. Your body sends signals into the nervous system that produce "" spikes "" that run up and down your body.', 'These drugs target different aspects of psoriasis. Your doctor will decide on your treatment based on your symptoms.']",wikihow~52267,val,indomain,3,"[header] How to treat psoriasis with biologics [title] Identify different biologics. [step] Biologics are protein-based drugs derived from living cells cultured in a laboratory. There are a large number of biologics used to treat psoriasis.
A. These include salicylic acid, varnitytethionine (alpha), colantin, and calcium. Some are also effective in treating "" temporary bleeding "" infection.
B. Some biologics are known as autoimmune response therapies. [substeps] Autoimmune response therapies are the most likely treatments for psoriasis, especially those used to treat retinopathy or implantation or regeneration issues.
C. Five biologics that you should consult with a doctor include : [substeps] Ubifidothionine hypooxin banuric acid atom activates the immune response by converting oxygen from the dna in the cells. Your body sends signals into the nervous system that produce "" spikes "" that run up and down your body.
D. These drugs target different aspects of psoriasis. Your doctor will decide on your treatment based on your symptoms.
Answer:"
18351,Personal Care and Style,"[header] How to make your own nail transfers [title] Apply a few thick coats of clear nail polish to a section of the parchment paper. [step] Make it a thick layer--if it is not thick enough, the polish might crack when you apply your color. [title] Paint your design on top of the coated section of parchment paper.",,"[header] How to make your own nail transfers [title] Apply a few thick coats of clear nail polish to a section of the parchment paper. [step] Make it a thick layer--if it is not thick enough, the polish might crack when you apply your color. [title] Paint your design on top of the coated section of parchment paper.","['[step] Make sure that you apply enough in front of your design--that you can see the entire color though the polish. The design makes the color stand out more and it makes your transfer special.', ""[title] Place your quicksilver nail polish face down on a flat surface and heat it gently using a small candle or butane lighter. [step] The surface should reflect most of the uv light that's released when you apply your polish."", '[step] The design can be anything you want, so be creative but ensure that it looks good. A simple design can often be the best.', '[step] If you are dyeing your nails to the tips of your finger, be sure to back off you nail polish for a moment to allow the polish to set properly. [title] Allow the ink to dry before adding the transfer.']",wikihow~30249,val,zeroshot,2,"[header] How to make your own nail transfers [title] Apply a few thick coats of clear nail polish to a section of the parchment paper. [step] Make it a thick layer--if it is not thick enough, the polish might crack when you apply your color. [title] Paint your design on top of the coated section of parchment paper.
A. [step] Make sure that you apply enough in front of your design--that you can see the entire color though the polish. The design makes the color stand out more and it makes your transfer special.
B. [title] Place your quicksilver nail polish face down on a flat surface and heat it gently using a small candle or butane lighter. [step] The surface should reflect most of the uv light that's released when you apply your polish.
C. [step] The design can be anything you want, so be creative but ensure that it looks good. A simple design can often be the best.
D. [step] If you are dyeing your nails to the tips of your finger, be sure to back off you nail polish for a moment to allow the polish to set properly. [title] Allow the ink to dry before adding the transfer.
Answer:"
8497,Personal Care and Style,[header] How to nourish your face using a banana [title] Mash a peeled banana in a bowl with a fork. [step] This will make enough banana facial to last you a few days. [title] Apply the mixture all over your face using your fingers.,,[header] How to nourish your face using a banana [title] Mash a peeled banana in a bowl with a fork. [step] This will make enough banana facial to last you a few days. [title] Apply the mixture all over your face using your fingers.,"['[step] Take care to avoid the sensitive area around the eyes. If you have any leftovers, place them into a jar, and refrigerate them.', '[step] Pay special attention to areas on your face that catch the light and make your skin stand out more. [title] Cover the banana when you are done because that is when vitamin e is baking.', '[step] You will need 1 1/2 teaspoons of an approved egg white , 1 tablespoon of unsaturated coconut oil, and 1 teaspoon of honey. Apply in a run over shower/bath.', '[step] Add about a quarter of a banana to each side of your face. Be sure to put the rest of the banana mixture in the same place so you can still apply it with both hands.']",wikihow~13988,val,zeroshot,0,"[header] How to nourish your face using a banana [title] Mash a peeled banana in a bowl with a fork. [step] This will make enough banana facial to last you a few days. [title] Apply the mixture all over your face using your fingers.
A. [step] Take care to avoid the sensitive area around the eyes. If you have any leftovers, place them into a jar, and refrigerate them.
B. [step] Pay special attention to areas on your face that catch the light and make your skin stand out more. [title] Cover the banana when you are done because that is when vitamin e is baking.
C. [step] You will need 1 1/2 teaspoons of an approved egg white , 1 tablespoon of unsaturated coconut oil, and 1 teaspoon of honey. Apply in a run over shower/bath.
D. [step] Add about a quarter of a banana to each side of your face. Be sure to put the rest of the banana mixture in the same place so you can still apply it with both hands.
Answer:"
26604,Having an ice cream,"A man stands behind a food counter and places food in a cup with a stick. He then taunts the customer with the cup, keeping it out of reach.",he,"A man stands behind a food counter and places food in a cup with a stick. He then taunts the customer with the cup, keeping it out of reach. he","['then leisurely starts squeezing lemons into the cup with the stick.', 'then slides it down the counter where she can retrieve it.', 'continues to taunt her by blowing the food into a small circular cup that is sitting on a counter next to the food.', 'does this several times, hitting the guy with it every time.']",activitynet~v_Xc70KHd4zhI,val,zeroshot,1,"A man stands behind a food counter and places food in a cup with a stick. He then taunts the customer with the cup, keeping it out of reach. he
A. then leisurely starts squeezing lemons into the cup with the stick.
B. then slides it down the counter where she can retrieve it.
C. continues to taunt her by blowing the food into a small circular cup that is sitting on a counter next to the food.
D. does this several times, hitting the guy with it every time.
Answer:"
49736,Running a marathon,A lo f people are in th start of a race and a man grab the other man's hand. A papernews is shown in the screen. A city with a lot of multicolored lights is shown.,men,A lo f people are in th start of a race and a man grab the other man's hand. A papernews is shown in the screen. A city with a lot of multicolored lights is shown. men,"['take turns out of the race in the zipline.', 'are at the carnival traveling in a car.', 'are running in street and the old man is in the middle.', 'walk holding a car and get in a car and then drive away from the race.']",activitynet~v_oSoi5owiybU,val,zeroshot,2,"A lo f people are in th start of a race and a man grab the other man's hand. A papernews is shown in the screen. A city with a lot of multicolored lights is shown. men
A. take turns out of the race in the zipline.
B. are at the carnival traveling in a car.
C. are running in street and the old man is in the middle.
D. walk holding a car and get in a car and then drive away from the race.
Answer:"
16637,Personal Care and Style,"[header] How to be attractive in the fashion world [title] Work on your teeth. [step] If you're lucky enough to be blessed with perfect teeth, skip this part. If not, use it.",,"[header] How to be attractive in the fashion world [title] Work on your teeth. [step] If you're lucky enough to be blessed with perfect teeth, skip this part. If not, use it.","['First, sort out any issues you may have with them. Visit your orthodontist, and see if you can get braces.', 'It all boils down to good oral hygiene. To get in shape, eat healthy, wear clean clothes and shoes, and smile often.', 'White teeth are not attractive in the fashion world. Find a smart, beautiful white-colored lipstick.', 'Eat a healthy diet that includes: fresh fresh-cut fruits and vegetables, whole grains, lean meat, lean fish, poultry, seafood, and legumes. Work on your teeth at least once a day.']",wikihow~27541,val,zeroshot,0,"[header] How to be attractive in the fashion world [title] Work on your teeth. [step] If you're lucky enough to be blessed with perfect teeth, skip this part. If not, use it.
A. First, sort out any issues you may have with them. Visit your orthodontist, and see if you can get braces.
B. It all boils down to good oral hygiene. To get in shape, eat healthy, wear clean clothes and shoes, and smile often.
C. White teeth are not attractive in the fashion world. Find a smart, beautiful white-colored lipstick.
D. Eat a healthy diet that includes: fresh fresh-cut fruits and vegetables, whole grains, lean meat, lean fish, poultry, seafood, and legumes. Work on your teeth at least once a day.
Answer:"
34982,Personal Care and Style,"[header] How to look good while growing out a short haircut [title] Pin back fly-aways. [step] If you have strands of hair that are too short to pull up but too long to let hang, try pinning them back. Bobby pins will more often than not be your constant companion in the weeks and months it takes to grow out a short haircut.",,"[header] How to look good while growing out a short haircut [title] Pin back fly-aways. [step] If you have strands of hair that are too short to pull up but too long to let hang, try pinning them back. Bobby pins will more often than not be your constant companion in the weeks and months it takes to grow out a short haircut.","['Plus they can help prevent flying-aways if you really want them. [title] Enhance your liking of most hairstyles.', ""Here's a quick guide for those a little out of practice : [substeps] Make a deep part on one side of your forehead just above the center of one of your eyes. Then sweep that portion of hair to the side, using pins to hold it back."", '[substeps] If you only have a single-strand look, try to keep your hair as loose as possible for when you grow it out. Working with a loose afro and layering layers can help you tame and protect the split ends.', ""A few good bobby pins can provide great support while this is happening. [substeps] Hat pins are good, too-bobby pins will help set your look while you're doing certain tasks or shopping.""]",wikihow~57626,val,zeroshot,1,"[header] How to look good while growing out a short haircut [title] Pin back fly-aways. [step] If you have strands of hair that are too short to pull up but too long to let hang, try pinning them back. Bobby pins will more often than not be your constant companion in the weeks and months it takes to grow out a short haircut.
A. Plus they can help prevent flying-aways if you really want them. [title] Enhance your liking of most hairstyles.
B. Here's a quick guide for those a little out of practice : [substeps] Make a deep part on one side of your forehead just above the center of one of your eyes. Then sweep that portion of hair to the side, using pins to hold it back.
C. [substeps] If you only have a single-strand look, try to keep your hair as loose as possible for when you grow it out. Working with a loose afro and layering layers can help you tame and protect the split ends.
D. A few good bobby pins can provide great support while this is happening. [substeps] Hat pins are good, too-bobby pins will help set your look while you're doing certain tasks or shopping.
Answer:"
1850,Travel,"[header] How to convert your currency in moscow [title] Research the current exchange rate prior arriving in moscow. [step] If you are aware of the exchange rate, then you will know exactly how many rubles you will receive upon conversion. [title] Decide how much currency you wish to exchange.",,"[header] How to convert your currency in moscow [title] Research the current exchange rate prior arriving in moscow. [step] If you are aware of the exchange rate, then you will know exactly how many rubles you will receive upon conversion. [title] Decide how much currency you wish to exchange.","['[step] You will need to consider the length of your trip, as well as your personal itinerary. Will you be shopping, eating out, using public transportation, etc? You will be charged an exchange commission for each transaction, so it is a good idea to plan ahead.', ""[step] You'll have to know how many rubles you want to convert to russian currency as well as how many rubles you want to deposit. [substeps] Check the return card you use to deposit the rubles and verify that it matches your current exchange rate."", '[step] Rubles are higher than public currency in such cases where the bank may offer tickets, but the differences are not significant. You may wish to exchange a standard rubles with maximum interest rates of 10 , 000 eur.', '[step] Do this before you intend to be in moscow. In many cases, you can choose large rubles instead.']",wikihow~3055,val,indomain,0,"[header] How to convert your currency in moscow [title] Research the current exchange rate prior arriving in moscow. [step] If you are aware of the exchange rate, then you will know exactly how many rubles you will receive upon conversion. [title] Decide how much currency you wish to exchange.
A. [step] You will need to consider the length of your trip, as well as your personal itinerary. Will you be shopping, eating out, using public transportation, etc? You will be charged an exchange commission for each transaction, so it is a good idea to plan ahead.
B. [step] You'll have to know how many rubles you want to convert to russian currency as well as how many rubles you want to deposit. [substeps] Check the return card you use to deposit the rubles and verify that it matches your current exchange rate.
C. [step] Rubles are higher than public currency in such cases where the bank may offer tickets, but the differences are not significant. You may wish to exchange a standard rubles with maximum interest rates of 10 , 000 eur.
D. [step] Do this before you intend to be in moscow. In many cases, you can choose large rubles instead.
Answer:"
30747,Cutting the grass,A large orange machine is shown moving down a road with a claw like arm and razor cutting down the grass.,the cutting,A large orange machine is shown moving down a road with a claw like arm and razor cutting down the grass. the cutting,"['quickly continues as he also prepares to cut through national park.', 'continues and the machine is being operated in different areas such as highways.', 'then stops to talk to the woman who starts to stand and move closer to the machine.', 'is serious and it is for an intense time.']",activitynet~v_7-uMJ_5WsZM,val,zeroshot,1,"A large orange machine is shown moving down a road with a claw like arm and razor cutting down the grass. the cutting
A. quickly continues as he also prepares to cut through national park.
B. continues and the machine is being operated in different areas such as highways.
C. then stops to talk to the woman who starts to stand and move closer to the machine.
D. is serious and it is for an intense time.
Answer:"
40360,Pets and Animals,"[header] How to help a cat with ataxia [title] Administer prescribed medications. [step] In order for your cat to recover, you'll need to be diligent in your treatment. You should give your cat its prescribed medications on time every day, and follow the medication instructions to the letter.",,"[header] How to help a cat with ataxia [title] Administer prescribed medications. [step] In order for your cat to recover, you'll need to be diligent in your treatment. You should give your cat its prescribed medications on time every day, and follow the medication instructions to the letter.","['You can administer medication directly to the cat or directly before it goes to bed. [substeps] Spaying, neutering, and doing surgery rarely cause ataxia.', 'Having a full supply of medication available as a supplement will help it return to health and function. [substeps] If given the medication, you should administer a single dose, spaced within 30 minutes of each feeding.', ""[substeps] If your cat refuses to take its medicine (or if the symptoms of ataxia are already quite advanced), your cat may need to be hospitalized and treated by the veterinarian. This way, the vet can administer drugs and fluids intravenously, and monitor your cat's progress."", ""You need to stay next to your vet so that they can provide you with reminder that it's their responsibility to give your cat the proper proper dosage. [substeps] You can offer your vet specific instructions if you give a medication to your cat.""]",wikihow~66394,val,indomain,2,"[header] How to help a cat with ataxia [title] Administer prescribed medications. [step] In order for your cat to recover, you'll need to be diligent in your treatment. You should give your cat its prescribed medications on time every day, and follow the medication instructions to the letter.
A. You can administer medication directly to the cat or directly before it goes to bed. [substeps] Spaying, neutering, and doing surgery rarely cause ataxia.
B. Having a full supply of medication available as a supplement will help it return to health and function. [substeps] If given the medication, you should administer a single dose, spaced within 30 minutes of each feeding.
C. [substeps] If your cat refuses to take its medicine (or if the symptoms of ataxia are already quite advanced), your cat may need to be hospitalized and treated by the veterinarian. This way, the vet can administer drugs and fluids intravenously, and monitor your cat's progress.
D. You need to stay next to your vet so that they can provide you with reminder that it's their responsibility to give your cat the proper proper dosage. [substeps] You can offer your vet specific instructions if you give a medication to your cat.
Answer:"
13872,Travel,[header] How to request an edit to an amazon database information item [title] Visit the amazon homepage in your web browser. [title] Understand what types of items can be edited. [step] Only certain types of items can be edited by amazon's visitors.,,[header] How to request an edit to an amazon database information item [title] Visit the amazon homepage in your web browser. [title] Understand what types of items can be edited. [step] Only certain types of items can be edited by amazon's visitors.,"[""For example, if a database is headquartered in a new month, by stopping the entry on your resume, you'll have the best possible use. [substeps] There are four types of changes to watch (such as suggestions for requesting usernames, email addresses) and now, shop prices."", 'Scroll down and select see all, voting items only or see only info. Once you find the correct item, click on the button with the picture of the item you want to change your choices on.', '[substeps] In order to get the user to approve your use of the database, you need to try to have one type of user added to it. Every web user will be tasked with doing some tasks or one person will tackle some work.', ""These include books, music, movies and tv, consumer electronics, tools and home improvement, patio lawn&garden, musical instruments, office products and supplies, software, video games and watches. [substeps] Kindle copies don't qualify as having any editable information.""]",wikihow~22952,val,indomain,3,"[header] How to request an edit to an amazon database information item [title] Visit the amazon homepage in your web browser. [title] Understand what types of items can be edited. [step] Only certain types of items can be edited by amazon's visitors.
A. For example, if a database is headquartered in a new month, by stopping the entry on your resume, you'll have the best possible use. [substeps] There are four types of changes to watch (such as suggestions for requesting usernames, email addresses) and now, shop prices.
B. Scroll down and select see all, voting items only or see only info. Once you find the correct item, click on the button with the picture of the item you want to change your choices on.
C. [substeps] In order to get the user to approve your use of the database, you need to try to have one type of user added to it. Every web user will be tasked with doing some tasks or one person will tackle some work.
D. These include books, music, movies and tv, consumer electronics, tools and home improvement, patio lawn&garden, musical instruments, office products and supplies, software, video games and watches. [substeps] Kindle copies don't qualify as having any editable information.
Answer:"
